	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d
71									0.032006	0.030523	0.038048	0.213402	0.042943	0.008464	0.183902	0.077990	0.032083	0.151298	0.135285	0.012645	0.030338	0.131632	0.855214	-0.156488	0.010001	0.919505	0.063598	0.146562	0.324653	-0.002835	0.147720	0.312031	0.011984	0.126492	0.208241	0.071106	0.124229	0.216001	0.038187	0.160143	0.651786	-0.030042	0.166841	0.638075	-0.010152	0.156194	0.517900	0.057079	0.146868	0.526166	-0.334309	-0.072620	0.086769	-0.174163	-0.076172	0.004764	-0.194266	-0.120544	0.028118	-0.234550	-0.174049	-0.002789	0.053501	-0.169143	0.828558	-0.147618	-0.083952	0.908534	-0.227068	-0.184229	0.317613	-0.167940	-0.185330	0.287276	-0.220285	-0.159087	0.192157	-0.273255	-0.158084	0.224721	-0.086507	-0.215475	0.644497	-0.020352	-0.206012	0.627456	-0.057818	-0.194979	0.507683	-0.120873	-0.204504	0.525927	-45.732628	-43.018135	436.611633	0.000000	-0.000000	-0.000000	-0.031729	-0.023122	0.566579	10.142972	12.073380	7.652900	-0.014856	0.043721	0.003876	-0.008390	0.019317	-0.000752	30.571415	-5.843580	-13.783392	0.562097	0.249071	0.107811	0.357486	0.230471	-0.007808	-1.753448	-4.432858	6.034852	0.418527	0.116308	0.063744	-0.021903	-0.025739	0.029307	1.346866	1.685733	3.324116	0.006542	0.001097	0.000864	-0.012212	0.000081	0.000462	3.865891	-4.649399	-8.514268	-0.009941	0.060033	0.007146	-0.003719	0.007258	-0.007810	-7.837270	6.304679	-9.432324	0.013275	0.025589	-0.002616	-0.000565	0.012166	-0.002251		
72									0.032046	0.030492	0.038065	0.213449	0.042955	0.008335	0.183947	0.077999	0.032060	0.151277	0.135308	0.012682	0.032962	0.131682	0.855467	-0.153984	0.010332	0.920123	0.064395	0.146588	0.324675	-0.002072	0.147688	0.312235	0.012472	0.126458	0.208469	0.071609	0.124217	0.216009	0.040138	0.160123	0.651920	-0.028141	0.166832	0.638465	-0.008694	0.156212	0.518234	0.058606	0.146761	0.526183	-0.333444	-0.072719	0.088140	-0.174056	-0.076242	0.004732	-0.193878	-0.120643	0.028229	-0.234372	-0.174014	-0.002409	0.055862	-0.169101	0.829512	-0.145248	-0.083576	0.909443	-0.225772	-0.184185	0.318649	-0.166751	-0.185410	0.288134	-0.219259	-0.159202	0.193142	-0.272148	-0.158075	0.225846	-0.084958	-0.215409	0.645158	-0.018778	-0.206264	0.628039	-0.056286	-0.195181	0.508289	-0.119438	-0.204404	0.526527	-45.333904	-42.979496	444.176270	0.000000	-0.000000	-0.000000	-0.029964	-0.023161	0.567062	10.254725	11.978792	7.598731	-0.015990	0.043753	0.004881	-0.009312	0.017681	-0.001227	30.400412	-5.699244	-13.833098	0.566871	0.251141	0.106202	0.399152	0.230821	0.001883	-1.704577	-4.425183	6.125163	0.422484	0.118506	0.063550	-0.034255	-0.026396	0.027468	1.474240	2.043270	3.372392	0.006553	0.001118	0.000864	-0.012148	0.000052	0.000468	3.859386	-4.515311	-8.699267	-0.010053	0.054604	0.007692	-0.004207	0.004558	-0.008191	-7.948973	6.228858	-9.281842	0.013156	0.024937	-0.002587	-0.000613	0.013262	-0.002098		
73									0.032087	0.030461	0.038081	0.213496	0.042968	0.008217	0.183991	0.078011	0.032041	0.151258	0.135330	0.012715	0.035577	0.131714	0.855699	-0.151484	0.010664	0.920744	0.065172	0.146612	0.324693	-0.001328	0.147638	0.312436	0.012947	0.126410	0.208696	0.072097	0.124202	0.216013	0.042062	0.160098	0.652045	-0.026266	0.166810	0.638846	-0.007256	0.156222	0.518562	0.060089	0.146683	0.526216	-0.332557	-0.072811	0.089523	-0.173939	-0.076316	0.004710	-0.193482	-0.120732	0.028349	-0.234182	-0.173974	-0.002009	0.058224	-0.169055	0.830490	-0.142888	-0.083194	0.910366	-0.224445	-0.184144	0.319693	-0.165536	-0.185494	0.288992	-0.218210	-0.159321	0.194137	-0.271015	-0.158066	0.226982	-0.083394	-0.215354	0.645824	-0.017189	-0.206518	0.628636	-0.054727	-0.195389	0.508905	-0.117974	-0.204318	0.527131	-44.878914	-42.987930	451.455109	0.000000	-0.000000	-0.000000	-0.028196	-0.023209	0.567547	10.361012	11.879632	7.535009	-0.017158	0.043778	0.005848	-0.010223	0.016111	-0.001734	30.232119	-5.538888	-13.867341	0.571345	0.252975	0.104351	0.439051	0.230447	0.010360	-1.655110	-4.423768	6.210517	0.426412	0.120685	0.063293	-0.044989	-0.026617	0.025378	1.595623	2.399545	3.422415	0.006566	0.001141	0.000867	-0.012047	0.000023	0.000474	3.861120	-4.375166	-8.875564	-0.009879	0.048846	0.008130	-0.004577	0.002242	-0.008398	-8.070994	6.154986	-9.140807	0.013088	0.024186	-0.002572	-0.000660	0.014323	-0.001961		
74									0.032129	0.030429	0.038098	0.213543	0.042980	0.008107	0.184033	0.078026	0.032023	0.151242	0.135350	0.012745	0.038184	0.131728	0.855911	-0.148991	0.011000	0.921365	0.065933	0.146634	0.324709	-0.000599	0.147576	0.312632	0.013412	0.126352	0.208921	0.072574	0.124186	0.216017	0.043960	0.160069	0.652165	-0.024416	0.166777	0.639216	-0.005835	0.156224	0.518883	0.061535	0.146630	0.526261	-0.331648	-0.072898	0.090918	-0.173809	-0.076394	0.004699	-0.193077	-0.120813	0.028480	-0.233976	-0.173929	-0.001589	0.060585	-0.169004	0.831491	-0.140541	-0.082806	0.911302	-0.223083	-0.184106	0.320743	-0.164292	-0.185582	0.289847	-0.217136	-0.159442	0.195139	-0.269855	-0.158057	0.228130	-0.081813	-0.215311	0.646493	-0.015584	-0.206776	0.629244	-0.053138	-0.195603	0.509529	-0.116476	-0.204244	0.527738	-44.368626	-43.076122	458.443787	0.000000	-0.000000	-0.000000	-0.026427	-0.023267	0.568033	10.461675	11.776711	7.464156	-0.018490	0.043776	0.006811	-0.011196	0.014614	-0.002246	30.066801	-5.363758	-13.887574	0.575939	0.254911	0.102380	0.477165	0.229679	0.017532	-1.605875	-4.427969	6.290082	0.430439	0.122901	0.063037	-0.054077	-0.026417	0.023127	1.710829	2.753272	3.474102	0.006589	0.001166	0.000875	-0.011919	-0.000006	0.000483	3.871120	-4.229154	-9.042446	-0.009098	0.042772	0.008378	-0.004623	0.000344	-0.008353	-8.204173	6.082983	-9.009082	0.013138	0.023342	-0.002598	-0.000709	0.015324	-0.001856		
75									0.032172	0.030398	0.038116	0.213591	0.042991	0.008005	0.184074	0.078044	0.032004	0.151227	0.135370	0.012772	0.040781	0.131724	0.856103	-0.146503	0.011339	0.921985	0.066682	0.146655	0.324723	0.000119	0.147504	0.312826	0.013869	0.126286	0.209145	0.073042	0.124168	0.216018	0.045835	0.160039	0.652278	-0.022589	0.166733	0.639577	-0.004428	0.156220	0.519200	0.062953	0.146599	0.526316	-0.330718	-0.072979	0.092322	-0.173666	-0.076478	0.004701	-0.192664	-0.120883	0.028622	-0.233754	-0.173878	-0.001148	0.062944	-0.168948	0.832512	-0.138206	-0.082414	0.912246	-0.221685	-0.184071	0.321797	-0.163016	-0.185675	0.290696	-0.216036	-0.159566	0.196146	-0.268665	-0.158050	0.229286	-0.080214	-0.215279	0.647163	-0.013962	-0.207035	0.629862	-0.051517	-0.195821	0.510158	-0.114943	-0.204184	0.528347	-43.808155	-43.269680	465.151337	0.000000	-0.000000	-0.000000	-0.024655	-0.023334	0.568518	10.556656	11.670845	7.388561	-0.020121	0.043709	0.007808	-0.012304	0.013198	-0.002743	29.904741	-5.175210	-13.895475	0.580724	0.256966	0.100354	0.513208	0.228531	0.023346	-1.557704	-4.437116	6.363250	0.434690	0.125316	0.062838	-0.061512	-0.025814	0.020816	1.819698	3.103128	3.527323	0.006613	0.001194	0.000890	-0.011751	-0.000034	0.000493	3.889360	-4.077495	-9.199251	-0.008139	0.036392	0.008561	-0.004497	-0.001090	-0.008197	-8.349315	6.012764	-8.886456	0.013259	0.022394	-0.002646	-0.000756	0.016222	-0.001766		
76									0.032217	0.030368	0.038135	0.213640	0.043001	0.007909	0.184116	0.078064	0.031986	0.151216	0.135388	0.012794	0.043369	0.131700	0.856275	-0.144021	0.011682	0.922603	0.067423	0.146674	0.324735	0.000830	0.147425	0.313017	0.014323	0.126217	0.209367	0.073506	0.124151	0.216019	0.047688	0.160006	0.652386	-0.020781	0.166681	0.639929	-0.003033	0.156211	0.519512	0.064349	0.146584	0.526376	-0.329765	-0.073056	0.093737	-0.173508	-0.076565	0.004718	-0.192242	-0.120942	0.028776	-0.233513	-0.173821	-0.000686	0.065299	-0.168886	0.833552	-0.135885	-0.082017	0.913198	-0.220247	-0.184041	0.322852	-0.161707	-0.185771	0.291537	-0.214908	-0.159692	0.197157	-0.267444	-0.158045	0.230450	-0.078595	-0.215258	0.647831	-0.012321	-0.207295	0.630489	-0.049863	-0.196044	0.510790	-0.113371	-0.204138	0.528957	-43.205193	-43.585846	471.591736	0.000000	-0.000000	-0.000000	-0.022880	-0.023409	0.569002	10.645987	11.562795	7.310485	-0.022118	0.043542	0.008849	-0.013588	0.011867	-0.003202	29.746140	-4.974731	-13.892888	0.585942	0.259111	0.098377	0.547077	0.227005	0.027813	-1.511388	-4.450487	6.429700	0.439187	0.127932	0.062719	-0.067288	-0.024791	0.018537	1.922067	3.447766	3.581820	0.006649	0.001226	0.000914	-0.011559	-0.000062	0.000505	3.915814	-3.920504	-9.345356	-0.006839	0.030022	0.008634	-0.004079	-0.002043	-0.007893	-8.507166	5.944252	-8.772584	0.013478	0.021362	-0.002724	-0.000799	0.016994	-0.001695		
77									0.032264	0.030339	0.038156	0.213691	0.043009	0.007816	0.184158	0.078085	0.031965	0.151207	0.135405	0.012812	0.045948	0.131659	0.856428	-0.141546	0.012029	0.923216	0.068161	0.146693	0.324746	0.001539	0.147344	0.313206	0.014774	0.126145	0.209585	0.073967	0.124134	0.216018	0.049523	0.159973	0.652489	-0.018991	0.166621	0.640271	-0.001645	0.156199	0.519821	0.065731	0.146580	0.526439	-0.328791	-0.073129	0.095159	-0.173333	-0.076656	0.004751	-0.191811	-0.120989	0.028942	-0.233251	-0.173758	-0.000202	0.067649	-0.168820	0.834611	-0.133579	-0.081617	0.914152	-0.218767	-0.184015	0.323906	-0.160361	-0.185870	0.292367	-0.213749	-0.159819	0.198170	-0.266190	-0.158042	0.231619	-0.076956	-0.215249	0.648496	-0.010659	-0.207556	0.631123	-0.048171	-0.196269	0.511425	-0.111757	-0.204104	0.529564	-42.568111	-44.033031	477.780457	0.000000	0.000000	-0.000000	-0.021101	-0.023492	0.569484	10.729803	11.453270	7.231985	-0.024502	0.043265	0.009906	-0.015051	0.010641	-0.003593	29.591194	-4.763877	-13.881799	0.591902	0.261297	0.096549	0.578962	0.225058	0.031012	-1.467705	-4.467342	6.489409	0.444047	0.130738	0.062674	-0.071555	-0.023328	0.016364	2.017809	3.785868	3.637290	0.006692	0.001262	0.000944	-0.011335	-0.000090	0.000519	3.950432	-3.758531	-9.480175	-0.004933	0.023282	0.008504	-0.003153	-0.002478	-0.007375	-8.678404	5.877385	-8.667071	0.013848	0.020185	-0.002866	-0.000837	0.017552	-0.001660		
78									0.032314	0.030311	0.038180	0.213744	0.043016	0.007725	0.184201	0.078108	0.031943	0.151201	0.135422	0.012825	0.048517	0.131599	0.856563	-0.139078	0.012381	0.923823	0.068897	0.146711	0.324755	0.002248	0.147262	0.313393	0.015227	0.126074	0.209799	0.074429	0.124116	0.216017	0.051341	0.159938	0.652588	-0.017216	0.166554	0.640605	-0.000264	0.156184	0.520126	0.067108	0.146584	0.526502	-0.327795	-0.073199	0.096587	-0.173137	-0.076752	0.004803	-0.191369	-0.121023	0.029120	-0.232964	-0.173688	0.000304	0.069992	-0.168748	0.835685	-0.131288	-0.081215	0.915107	-0.217243	-0.183995	0.324956	-0.158975	-0.185971	0.293183	-0.212558	-0.159948	0.199182	-0.264900	-0.158043	0.232791	-0.075294	-0.215251	0.649155	-0.008974	-0.207818	0.631761	-0.046442	-0.196496	0.512059	-0.110099	-0.204084	0.530169	-41.905239	-44.611824	483.733582	0.000000	0.000000	-0.000000	-0.019319	-0.023583	0.569964	10.808368	11.342920	7.154840	-0.027297	0.042895	0.010916	-0.016702	0.009540	-0.003876	29.440092	-4.544169	-13.864199	0.598576	0.263418	0.094865	0.608840	0.222693	0.033065	-1.427346	-4.487025	6.542616	0.449253	0.133746	0.062642	-0.074530	-0.021444	0.014331	2.106860	4.116076	3.693285	0.006745	0.001303	0.000985	-0.011082	-0.000117	0.000534	3.993232	-3.591976	-9.603149	-0.002903	0.016469	0.008319	-0.001976	-0.002388	-0.006796	-8.863651	5.812121	-8.569410	0.014287	0.018920	-0.003028	-0.000862	0.017897	-0.001630		
79									0.032365	0.030286	0.038206	0.213799	0.043019	0.007634	0.184247	0.078132	0.031918	0.151197	0.135439	0.012833	0.051076	0.131522	0.856681	-0.136619	0.012739	0.924422	0.069637	0.146727	0.324763	0.002962	0.147181	0.313580	0.015683	0.126004	0.210009	0.074894	0.124100	0.216016	0.053146	0.159902	0.652683	-0.015453	0.166482	0.640931	0.001114	0.156169	0.520429	0.068486	0.146591	0.526561	-0.326776	-0.073265	0.098022	-0.172920	-0.076850	0.004875	-0.190917	-0.121043	0.029310	-0.232650	-0.173609	0.000832	0.072325	-0.168670	0.836774	-0.129013	-0.080810	0.916060	-0.215671	-0.183980	0.326000	-0.157548	-0.186073	0.293983	-0.211332	-0.160076	0.200192	-0.263573	-0.158046	0.233963	-0.073608	-0.215265	0.649805	-0.007266	-0.208079	0.632404	-0.044671	-0.196723	0.512691	-0.108394	-0.204076	0.530767	-41.224281	-45.316071	489.465393	0.000000	0.000000	-0.000000	-0.017532	-0.023680	0.570440	10.882038	11.232321	7.080535	-0.030523	0.042463	0.011821	-0.018541	0.008583	-0.004027	29.292868	-4.317075	-13.841962	0.606126	0.265617	0.093326	0.636860	0.220139	0.034117	-1.390892	-4.508945	6.589696	0.454880	0.136938	0.062574	-0.076452	-0.019150	0.012471	2.189219	4.437042	3.749313	0.006808	0.001348	0.001031	-0.010799	-0.000142	0.000548	4.044130	-3.421292	-9.713808	-0.000442	0.009658	0.007983	-0.000319	-0.001774	-0.006092	-9.063408	5.748469	-8.478999	0.014861	0.017553	-0.003245	-0.000868	0.017976	-0.001625		
80									0.032419	0.030263	0.038235	0.213857	0.043020	0.007543	0.184295	0.078157	0.031889	0.151197	0.135455	0.012837	0.053625	0.131429	0.856781	-0.134167	0.013102	0.925013	0.070382	0.146743	0.324771	0.003682	0.147105	0.313765	0.016145	0.125937	0.210214	0.075365	0.124083	0.216014	0.054939	0.159866	0.652775	-0.013701	0.166406	0.641249	0.002492	0.156153	0.520729	0.069870	0.146597	0.526616	-0.325733	-0.073328	0.099461	-0.172677	-0.076951	0.004970	-0.190452	-0.121047	0.029515	-0.232305	-0.173522	0.001381	0.074649	-0.168588	0.837874	-0.126753	-0.080404	0.917007	-0.214049	-0.183971	0.327036	-0.156076	-0.186176	0.294763	-0.210070	-0.160204	0.201198	-0.262207	-0.158054	0.235134	-0.071897	-0.215290	0.650445	-0.005532	-0.208338	0.633047	-0.042858	-0.196951	0.513318	-0.106639	-0.204081	0.531358	-40.531837	-46.133572	494.989166	0.000000	0.000000	-0.000000	-0.015741	-0.023784	0.570912	10.951287	11.121963	7.010205	-0.034193	0.042000	0.012597	-0.020566	0.007782	-0.004045	29.149540	-4.084004	-13.816818	0.614367	0.267852	0.091890	0.662866	0.217464	0.034296	-1.358842	-4.532620	6.631204	0.460848	0.140351	0.062432	-0.077589	-0.016489	0.010821	2.264939	4.747421	3.804741	0.006877	0.001397	0.001089	-0.010477	-0.000166	0.000562	4.103119	-3.246979	-9.811673	0.002398	0.002750	0.007504	0.001820	-0.000613	-0.005299	-9.278080	5.686479	-8.395146	0.015547	0.016104	-0.003508	-0.000846	0.017774	-0.001635		
81									0.032476	0.030242	0.038266	0.213919	0.043017	0.007451	0.184346	0.078181	0.031858	0.151201	0.135470	0.012837	0.056163	0.131321	0.856866	-0.131724	0.013470	0.925593	0.071136	0.146757	0.324777	0.004412	0.147034	0.313950	0.016614	0.125873	0.210413	0.075843	0.124067	0.216012	0.056724	0.159829	0.652864	-0.011955	0.166326	0.641559	0.003872	0.156139	0.521028	0.071265	0.146600	0.526663	-0.324667	-0.073389	0.100902	-0.172407	-0.077053	0.005089	-0.189973	-0.121034	0.029733	-0.231926	-0.173425	0.001953	0.076960	-0.168501	0.838984	-0.124510	-0.079997	0.917946	-0.212375	-0.183970	0.328059	-0.154557	-0.186279	0.295522	-0.208769	-0.160330	0.202197	-0.260800	-0.158066	0.236300	-0.070160	-0.215325	0.651072	-0.003771	-0.208595	0.633691	-0.041000	-0.197177	0.513940	-0.104834	-0.204099	0.531940	-39.834232	-47.048225	500.320923	-0.000000	0.000000	-0.000000	-0.013944	-0.023893	0.571380	11.016660	11.012287	6.944668	-0.038317	0.041528	0.013265	-0.022771	0.007140	-0.003952	29.009989	-3.846262	-13.790325	0.623442	0.270242	0.090610	0.687098	0.214862	0.033765	-1.331504	-4.557663	6.667833	0.467212	0.143929	0.062240	-0.078242	-0.013498	0.009430	2.334138	5.045812	3.858951	0.006957	0.001451	0.001152	-0.010119	-0.000188	0.000573	4.170193	-3.069572	-9.896347	0.005439	-0.004194	0.006922	0.004323	0.001100	-0.004473	-9.508005	5.626215	-8.317093	0.016316	0.014537	-0.003817	-0.000785	0.017211	-0.001659		
82									0.032537	0.030223	0.038301	0.213983	0.043010	0.007355	0.184402	0.078204	0.031823	0.151207	0.135485	0.012832	0.058690	0.131199	0.856936	-0.129291	0.013845	0.926161	0.071901	0.146769	0.324782	0.005153	0.146970	0.314135	0.017092	0.125813	0.210607	0.076331	0.124051	0.216010	0.058502	0.159790	0.652949	-0.010214	0.166244	0.641861	0.005257	0.156125	0.521324	0.072675	0.146597	0.526701	-0.323575	-0.073445	0.102345	-0.172105	-0.077156	0.005235	-0.189478	-0.121004	0.029965	-0.231509	-0.173316	0.002545	0.079257	-0.168408	0.840101	-0.122283	-0.079590	0.918873	-0.210646	-0.183975	0.329069	-0.152987	-0.186381	0.296257	-0.207426	-0.160454	0.203188	-0.259349	-0.158082	0.237460	-0.068394	-0.215371	0.651684	-0.001981	-0.208848	0.634332	-0.039095	-0.197401	0.514553	-0.102975	-0.204127	0.532510	-39.139351	-48.041969	505.481964	-0.000000	0.000000	0.000000	-0.012142	-0.024006	0.571842	11.078768	10.903646	6.884386	-0.042927	0.041047	0.013865	-0.025163	0.006654	-0.003781	28.874102	-3.605043	-13.763844	0.633042	0.272879	0.089490	0.709301	0.212475	0.032670	-1.309120	-4.583802	6.700427	0.473829	0.147763	0.062007	-0.078677	-0.010238	0.008319	2.396966	5.330793	3.911326	0.007044	0.001508	0.001224	-0.009718	-0.000207	0.000581	4.245345	-2.889639	-9.967487	0.008743	-0.011155	0.006235	0.007243	0.003372	-0.003637	-9.753374	5.567823	-8.244008	0.017166	0.012888	-0.004168	-0.000673	0.016295	-0.001695		
